Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
MSI,Intel i7,8,256GB SSD,Nvidia RTX 3060,15.6,1366x768,11.4,2.11,Linux,1587.52
Apple,AMD Ryzen 3,64,1TB SSD,Integrated,14.0,3840x2160,5.2,2.92,Windows,3170.84
Razer,Intel i9,8,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,5.1,1.55,Linux,2217.11
Dell,Intel i3,4,1TB HDD,Integrated,15.6,1920x1080,5.1,1.5,macOS,486.44
Apple,AMD Ryzen 3,8,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,10.2,2.41,FreeDOS,1526.33
MSI,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 3080,17.3,1920x1080,5.7,1.52,FreeDOS,1659.7
HP,Intel i3,4,1TB SSD,Nvidia RTX 3080,16.0,3840x2160,7.0,2.67,Windows,1467.24
Dell,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 2060,13.3,2560x1440,11.1,3.16,FreeDOS,1738.77
HP,Intel i9,32,2TB SSD,Nvidia RTX 3060,16.0,2560x1440,8.7,2.8,FreeDOS,3725.25
Lenovo,Intel i5,32,1TB SSD,Integrated,13.3,3840x2160,8.8,2.29,Linux,1648.52
Microsoft,Intel i5,4,2TB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.6,2.03,Linux,1205.82
Acer,Intel i5,4,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,6.3,1.42,macOS,1360.9
Dell,Intel i3,64,256GB SSD,AMD Radeon RX 6600,13.3,1366x768,8.6,1.69,macOS,1639.2
Razer,Intel i3,32,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,4.7,1.22,macOS,1919.06
Samsung,AMD Ryzen 3,32,512GB SSD,Integrated,15.6,2560x1440,10.3,1.41,Windows,1242.84
Razer,Intel i7,32,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,5.8,3.46,Windows,4698.59
Asus,Intel i7,64,1TB SSD,Nvidia GTX 1650,16.0,3840x2160,11.7,2.53,macOS,5475.91
Dell,AMD Ryzen 7,4,2TB SSD,Integrated,14.0,2560x1440,7.6,1.95,macOS,1046.54
MSI,AMD Ryzen 5,8,512GB SSD,AMD Radeon RX 6600,16.0,2560x1440,4.4,1.93,Windows,1923.94
Acer,AMD Ryzen 5,8,1TB SSD,Integrated,16.0,3840x2160,4.9,3.04,FreeDOS,1096.78
Acer,Intel i7,8,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,5.8,1.52,macOS,2358.06
Lenovo,Intel i7,32,512GB SSD,Nvidia GTX 1650,17.3,2560x1440,8.4,2.65,macOS,2814.9
Dell,Intel i7,64,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,6.5,1.97,macOS,2829.95
Asus,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3080,13.3,1366x768,8.5,1.42,FreeDOS,789.61
Razer,Intel i5,32,256GB SSD,Integrated,17.3,1366x768,5.4,1.56,Windows,1475.54
Samsung,Intel i7,16,256GB SSD,Nvidia RTX 3060,14.0,1920x1080,10.6,3.42,Linux,1617.18
Asus,AMD Ryzen 7,32,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,8.4,2.89,macOS,2193.06
Samsung,Intel i9,32,512GB SSD,Nvidia RTX 3060,13.3,3840x2160,9.0,3.38,FreeDOS,4351.29
Asus,Intel i9,8,2TB SSD,Integrated,17.3,1366x768,9.4,2.47,macOS,950.06
Asus,Intel i9,8,1TB SSD,Integrated,15.6,2560x1440,5.9,2.25,FreeDOS,1534.79
Razer,AMD Ryzen 3,4,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,11.5,2.88,Windows,946.77
Razer,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,14.0,1366x768,9.4,2.57,Linux,1355.78
Apple,Intel i7,64,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,11.4,2.46,macOS,4058.7
Samsung,Intel i3,32,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,5.6,2.71,Linux,1376.52
HP,Intel i7,8,512GB SSD,Nvidia RTX 3060,13.3,2560x1440,8.1,3.16,macOS,1672.14
Asus,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3060,17.3,1366x768,10.0,2.27,Linux,1003.81
Asus,Intel i9,4,1TB SSD,Nvidia RTX 3080,17.3,1920x1080,4.3,1.7,FreeDOS,1515.52
HP,Intel i9,16,1TB SSD,AMD Radeon RX 6600,14.0,2560x1440,5.6,2.84,Windows,2438.15
HP,AMD Ryzen 3,4,2TB SSD,AMD Radeon RX 6600,13.3,2560x1440,6.0,3.36,Windows,993.95
Razer,Intel i9,4,2TB SSD,Nvidia GTX 1650,14.0,2560x1440,4.8,2.16,Windows,2480.38
Samsung,Intel i3,4,1TB HDD,Nvidia RTX 3060,17.3,1366x768,4.5,2.31,Linux,481.09
Lenovo,AMD Ryzen 5,16,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,10.6,3.05,macOS,784.54
Microsoft,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,8.9,2.99,Windows,2815.63
Samsung,AMD Ryzen 3,64,1TB SSD,Nvidia GTX 1650,17.3,3840x2160,8.6,3.08,Windows,3543.53
MSI,AMD Ryzen 3,8,512GB SSD,Integrated,14.0,3840x2160,9.4,1.92,macOS,1308.76
Samsung,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6800,13.3,3840x2160,4.8,1.49,Windows,1684.91
Microsoft,Intel i9,32,256GB SSD,Nvidia GTX 1650,13.3,2560x1440,4.7,3.1,Windows,3196.47
Acer,Intel i7,16,1TB SSD,Nvidia RTX 3060,17.3,2560x1440,4.1,2.19,FreeDOS,2017.34
Acer,Intel i3,64,1TB SSD,Nvidia RTX 3060,13.3,2560x1440,5.1,3.33,FreeDOS,2340.09
Razer,Intel i5,32,2TB SSD,Nvidia RTX 3080,15.6,1920x1080,4.2,1.43,FreeDOS,2515.33
Razer,Intel i9,8,1TB SSD,Nvidia RTX 2060,14.0,3840x2160,4.8,2.76,macOS,3763.79
Razer,AMD Ryzen 3,64,256GB SSD,AMD Radeon RX 6600,16.0,3840x2160,4.1,1.3,macOS,5117.81
Acer,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,9.7,2.43,macOS,1153.71
Apple,Intel i5,4,256GB SSD,Integrated,13.3,1920x1080,8.2,1.8,macOS,952.44
Dell,Intel i5,16,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,8.0,2.9,Windows,1615.13
Microsoft,AMD Ryzen 9,32,512GB SSD,Integrated,17.3,1920x1080,11.0,2.67,macOS,1834.06
Samsung,Intel i7,32,1TB SSD,Integrated,13.3,1920x1080,6.9,2.82,Linux,1342.25
Microsoft,Intel i9,32,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,8.1,2.23,Linux,2967.18
Apple,Intel i7,32,1TB SSD,Integrated,17.3,1366x768,6.6,1.74,macOS,1701.57
Lenovo,Intel i9,4,512GB SSD,Integrated,15.6,1920x1080,4.1,2.11,macOS,1196.07
Lenovo,Intel i9,4,2TB SSD,Nvidia RTX 3080,15.6,2560x1440,11.1,2.59,Linux,1955.66
Lenovo,Intel i7,4,2TB SSD,AMD Radeon RX 6800,16.0,1366x768,5.4,1.75,Windows,938.96
Dell,AMD Ryzen 3,32,256GB SSD,Nvidia RTX 3060,13.3,3840x2160,11.0,1.82,macOS,2261.77
HP,Intel i7,32,1TB SSD,AMD Radeon RX 6600,13.3,2560x1440,9.5,2.97,FreeDOS,2610.33
HP,Intel i9,32,256GB SSD,Integrated,15.6,1366x768,8.0,2.41,macOS,1703.81
Razer,AMD Ryzen 3,8,256GB SSD,AMD Radeon RX 6600,16.0,3840x2160,10.6,2.76,macOS,2229.52
Acer,Intel i9,64,2TB SSD,AMD Radeon RX 6600,15.6,3840x2160,10.3,2.29,FreeDOS,7060.47
Asus,Intel i9,8,512GB SSD,AMD Radeon RX 6800,14.0,3840x2160,10.9,1.4,Linux,2826.55
MSI,AMD Ryzen 7,4,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,11.4,2.42,Linux,1284.55
MSI,Intel i7,64,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,5.0,2.24,Linux,4889.21
Samsung,AMD Ryzen 9,8,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,11.7,1.55,FreeDOS,1915.82
Acer,Intel i7,8,1TB SSD,Nvidia RTX 3080,14.0,1366x768,6.8,1.29,FreeDOS,1192.03
Acer,AMD Ryzen 7,8,256GB SSD,Nvidia GTX 1650,16.0,2560x1440,5.9,2.14,macOS,1686.83
Microsoft,Intel i3,32,1TB SSD,Integrated,13.3,1920x1080,8.3,2.98,macOS,1001.31
Samsung,Intel i5,4,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,7.3,3.23,Linux,1411.36
Lenovo,AMD Ryzen 5,32,2TB SSD,AMD Radeon RX 6800,14.0,2560x1440,7.0,3.06,Linux,2073.26
Dell,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,10.0,1.77,Linux,4137.99
Asus,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 2060,16.0,3840x2160,4.1,2.74,FreeDOS,1562.16
Samsung,AMD Ryzen 7,8,1TB SSD,AMD Radeon RX 6600,13.3,2560x1440,4.2,1.86,FreeDOS,1559.72
Razer,Intel i5,16,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,4.8,3.05,FreeDOS,2151.16
Lenovo,Intel i3,64,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,11.1,2.81,Linux,1935.17
Microsoft,AMD Ryzen 5,16,512GB SSD,AMD Radeon RX 6600,15.6,2560x1440,8.8,1.89,Windows,1762.83
HP,AMD Ryzen 9,8,512GB SSD,Nvidia RTX 3060,15.6,1366x768,10.8,1.29,FreeDOS,1559.46
Asus,Intel i5,64,1TB SSD,Nvidia RTX 3080,16.0,1366x768,10.2,1.48,Linux,2209.96
Acer,AMD Ryzen 5,64,1TB HDD,Nvidia RTX 2060,15.6,1366x768,10.8,1.28,FreeDOS,1900.29
Acer,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6600,13.3,2560x1440,7.6,3.44,FreeDOS,1694.89
MSI,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,7.3,2.55,Windows,3878.61
Razer,Intel i3,8,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,11.9,1.54,FreeDOS,1385.36
Samsung,Intel i9,32,512GB SSD,Nvidia RTX 3060,15.6,1920x1080,8.2,2.08,macOS,2778.61
Asus,AMD Ryzen 9,4,512GB SSD,AMD Radeon RX 6600,15.6,1366x768,9.3,1.75,Windows,1285.04
Samsung,Intel i9,8,256GB SSD,AMD Radeon RX 6600,17.3,1920x1080,6.1,2.33,macOS,1773.53
Razer,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 2060,16.0,1366x768,7.1,1.45,macOS,1519.13
Asus,AMD Ryzen 7,4,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,11.9,1.54,Windows,1630.41
Razer,Intel i3,32,512GB SSD,AMD Radeon RX 6600,15.6,1920x1080,4.5,2.77,FreeDOS,1942.86
Razer,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6600,15.6,2560x1440,8.2,2.05,Linux,2789.46
Lenovo,AMD Ryzen 5,8,256GB SSD,Integrated,14.0,1920x1080,7.8,2.91,macOS,725.7
Samsung,Intel i7,4,1TB SSD,Nvidia RTX 2060,15.6,1366x768,4.7,2.31,FreeDOS,1187.11
Asus,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 2060,17.3,2560x1440,10.3,2.97,macOS,1074.3
Dell,AMD Ryzen 3,8,512GB SSD,Integrated,17.3,1366x768,8.9,1.68,Linux,488.37
Microsoft,Intel i9,64,1TB HDD,AMD Radeon RX 6800,13.3,2560x1440,10.7,3.46,Linux,3975.54
Asus,Intel i7,8,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,4.4,3.21,macOS,1346.44
Apple,Intel i9,32,1TB SSD,AMD Radeon RX 6600,17.3,1920x1080,8.7,1.84,Linux,4456.88
Dell,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,9.3,2.9,macOS,2050.04
HP,AMD Ryzen 7,8,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,8.7,1.61,macOS,2170.13
Apple,Intel i5,64,1TB HDD,Nvidia RTX 2060,16.0,2560x1440,8.6,2.82,Linux,3929.09
Razer,AMD Ryzen 3,64,1TB HDD,Integrated,14.0,3840x2160,5.9,2.13,macOS,2677.55
Acer,Intel i3,64,256GB SSD,Nvidia GTX 1650,16.0,2560x1440,9.6,1.25,Windows,2610.23
HP,Intel i7,32,2TB SSD,Nvidia RTX 3060,13.3,1366x768,6.3,2.1,Linux,1741.61
Microsoft,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 2060,15.6,2560x1440,9.7,2.19,macOS,1421.48
MSI,Intel i3,32,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,11.1,1.62,Windows,1257.96
Lenovo,AMD Ryzen 7,32,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,10.7,2.96,Windows,2117.57
HP,AMD Ryzen 3,4,2TB SSD,Integrated,15.6,1920x1080,10.5,3.17,Windows,597.5
Microsoft,AMD Ryzen 5,4,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,11.9,2.21,FreeDOS,1081.74
Asus,AMD Ryzen 5,4,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,8.2,1.46,FreeDOS,1259.64
Lenovo,Intel i9,16,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,9.7,3.34,Linux,3625.29
Microsoft,Intel i3,32,256GB SSD,Integrated,13.3,1920x1080,4.7,2.69,Windows,983.35
Dell,AMD Ryzen 3,64,1TB SSD,Nvidia RTX 3060,15.6,3840x2160,10.9,2.8,Windows,3544.99
Microsoft,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,5.6,1.77,macOS,1934.75
Samsung,Intel i9,16,2TB SSD,Nvidia RTX 3080,15.6,3840x2160,4.3,1.26,FreeDOS,3561.5
MSI,Intel i3,8,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,6.2,2.16,Linux,1925.23
Acer,Intel i3,4,2TB SSD,Nvidia GTX 1650,16.0,1920x1080,10.2,3.24,Linux,895.55
MSI,Intel i9,16,1TB SSD,Nvidia GTX 1650,13.3,1920x1080,7.5,2.08,macOS,2516.31
Lenovo,Intel i3,64,1TB SSD,AMD Radeon RX 6600,14.0,2560x1440,8.5,2.43,FreeDOS,2510.05
Asus,AMD Ryzen 3,64,512GB SSD,AMD Radeon RX 6800,15.6,1920x1080,6.8,1.63,Linux,2159.87
HP,AMD Ryzen 5,64,256GB SSD,Nvidia RTX 3080,13.3,1920x1080,11.2,2.83,Linux,2451.7
HP,AMD Ryzen 9,16,1TB SSD,Integrated,13.3,3840x2160,5.5,2.24,FreeDOS,2354.07
HP,AMD Ryzen 7,32,512GB SSD,AMD Radeon RX 6600,16.0,1920x1080,8.9,2.39,macOS,2164.79
Apple,Intel i3,32,512GB SSD,Nvidia RTX 2060,13.3,2560x1440,4.9,2.96,macOS,2390.69
Microsoft,Intel i5,8,256GB SSD,Nvidia RTX 3060,13.3,1920x1080,6.8,1.42,Windows,882.35
Asus,Intel i9,4,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,4.2,1.91,FreeDOS,2424.79
Microsoft,AMD Ryzen 3,4,256GB SSD,Integrated,15.6,1366x768,8.7,1.69,macOS,421.12
Asus,Intel i5,8,512GB SSD,AMD Radeon RX 6800,16.0,1366x768,10.2,3.16,macOS,868.81
Razer,AMD Ryzen 3,16,256GB SSD,Nvidia RTX 3080,15.6,2560x1440,9.0,1.71,Windows,1958.11
Apple,AMD Ryzen 9,16,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,5.6,2.73,Windows,4478.32
Lenovo,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 2060,16.0,1920x1080,6.8,1.86,Linux,1242.71
Acer,Intel i3,4,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,7.8,1.58,macOS,1233.29
Acer,Intel i5,64,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,4.2,3.21,macOS,3477.37
Lenovo,Intel i7,8,1TB HDD,AMD Radeon RX 6600,14.0,1920x1080,9.7,2.49,FreeDOS,942.74
MSI,AMD Ryzen 7,4,1TB HDD,AMD Radeon RX 6600,13.3,1920x1080,10.0,1.97,Windows,1094.24
Lenovo,AMD Ryzen 3,32,512GB SSD,Integrated,17.3,1920x1080,10.8,1.95,Windows,1103.42
Lenovo,Intel i3,32,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,4.9,2.54,Linux,1426.87
HP,Intel i7,16,512GB SSD,Nvidia RTX 2060,15.6,1366x768,8.5,2.29,Windows,1477.04
MSI,AMD Ryzen 3,32,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,4.2,2.74,FreeDOS,2889.3
Microsoft,Intel i7,4,1TB SSD,AMD Radeon RX 6800,15.6,1920x1080,11.1,2.83,Windows,1241.06
Samsung,Intel i5,8,1TB SSD,AMD Radeon RX 6600,15.6,3840x2160,9.6,2.11,macOS,1948.04
HP,AMD Ryzen 7,4,2TB SSD,Nvidia GTX 1650,16.0,1920x1080,8.9,2.51,Windows,1322.72
Apple,AMD Ryzen 9,16,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,7.2,2.37,macOS,5426.71
Asus,AMD Ryzen 5,32,256GB SSD,AMD Radeon RX 6800,15.6,1366x768,11.8,1.55,FreeDOS,1550.4
Razer,AMD Ryzen 3,16,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,10.2,2.73,Windows,1420.35
Acer,AMD Ryzen 5,32,256GB SSD,AMD Radeon RX 6800,15.6,3840x2160,11.9,1.56,FreeDOS,3007.57
MSI,Intel i7,4,1TB HDD,Nvidia GTX 1650,13.3,1920x1080,6.5,1.41,FreeDOS,1318.45
MSI,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 2060,17.3,1920x1080,6.9,1.61,Linux,2976.75
Lenovo,Intel i7,32,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,10.4,2.05,Linux,3204.67
HP,Intel i5,32,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,9.9,1.88,Linux,1670.15
HP,AMD Ryzen 5,4,2TB SSD,Nvidia GTX 1650,16.0,1366x768,11.3,3.35,Linux,881.38
Microsoft,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3080,16.0,3840x2160,6.4,1.34,FreeDOS,1456.05
Apple,Intel i5,16,1TB SSD,AMD Radeon RX 6600,14.0,3840x2160,11.7,2.55,macOS,2857.06
Apple,AMD Ryzen 7,64,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,5.2,3.39,FreeDOS,6704.98
Razer,AMD Ryzen 9,4,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,9.2,1.93,Windows,2657.82
MSI,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,8.2,3.17,Linux,1937.33
Asus,AMD Ryzen 5,8,1TB HDD,Integrated,17.3,2560x1440,5.3,1.83,Windows,679.04
Microsoft,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3080,14.0,3840x2160,10.1,1.21,FreeDOS,1529.59
Asus,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6800,13.3,1920x1080,4.2,2.82,FreeDOS,664.44
Apple,Intel i5,64,512GB SSD,AMD Radeon RX 6600,17.3,2560x1440,11.3,2.93,macOS,4890.34
HP,Intel i5,16,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,5.1,3.45,FreeDOS,1098.95
Samsung,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 2060,13.3,1366x768,4.6,2.13,Windows,750.9
Apple,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,17.3,1366x768,5.0,3.2,Windows,1313.7
Apple,Intel i3,16,1TB SSD,Integrated,16.0,1366x768,9.5,3.14,Windows,1033.42
Acer,AMD Ryzen 9,64,2TB SSD,Nvidia GTX 1650,16.0,1920x1080,10.0,1.56,macOS,4434.25
Apple,Intel i5,16,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,6.9,2.24,Windows,3337.78
Dell,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 2060,17.3,1366x768,9.9,2.62,Windows,1780.3
HP,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3060,13.3,1920x1080,7.1,1.95,Linux,2367.54
Apple,Intel i7,16,2TB SSD,AMD Radeon RX 6600,16.0,1366x768,11.6,3.2,Linux,1972.39
Acer,AMD Ryzen 3,64,512GB SSD,Nvidia GTX 1650,15.6,3840x2160,7.7,2.08,Linux,3653.91
Microsoft,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,9.9,3.09,Linux,1794.35
Asus,AMD Ryzen 7,64,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,4.3,1.41,Windows,4867.83
Lenovo,Intel i3,16,1TB SSD,Nvidia RTX 2060,15.6,1366x768,9.8,3.02,FreeDOS,910.44
HP,Intel i3,32,1TB SSD,Nvidia RTX 3080,13.3,1366x768,4.3,3.04,macOS,1238.66
Acer,AMD Ryzen 3,8,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,4.8,2.89,macOS,776.64
Lenovo,Intel i3,64,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,5.1,3.23,Windows,1972.78
Dell,AMD Ryzen 3,8,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,7.9,3.42,Linux,1442.1
Asus,AMD Ryzen 9,4,512GB SSD,Integrated,13.3,1366x768,7.9,2.89,Windows,766.94
Lenovo,Intel i5,64,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,8.4,3.01,FreeDOS,2419.44
HP,AMD Ryzen 9,32,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,10.3,2.2,macOS,3679.86
Acer,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,5.5,3.07,Windows,4321.8
Apple,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,5.3,3.21,Windows,2517.67
Acer,Intel i9,64,256GB SSD,AMD Radeon RX 6600,15.6,1920x1080,8.7,1.88,macOS,4381.44
HP,AMD Ryzen 3,64,512GB SSD,AMD Radeon RX 6800,16.0,3840x2160,4.5,1.29,Windows,3571.86
Lenovo,Intel i5,4,1TB HDD,Integrated,13.3,2560x1440,4.4,2.14,Linux,521.49
Asus,AMD Ryzen 3,8,256GB SSD,Nvidia GTX 1650,13.3,2560x1440,4.0,2.44,Linux,934.13
Lenovo,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6800,16.0,1366x768,4.4,3.44,macOS,717.03
Acer,Intel i7,16,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,6.3,2.11,Linux,1970.36
Apple,Intel i7,64,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,8.2,1.72,Windows,4952.41
Razer,Intel i7,16,256GB SSD,Nvidia RTX 3060,14.0,2560x1440,7.8,1.87,Linux,2523.65
Apple,Intel i5,64,256GB SSD,Nvidia RTX 3060,16.0,3840x2160,7.4,3.45,Windows,6394.95
MSI,Intel i3,4,256GB SSD,Integrated,15.6,1366x768,7.7,1.39,macOS,750.17
Microsoft,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 3060,16.0,1920x1080,10.0,2.42,Linux,1090.26
Dell,Intel i7,8,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,11.6,2.43,Linux,1382.29
Razer,Intel i3,4,2TB SSD,AMD Radeon RX 6600,17.3,2560x1440,5.1,1.46,Linux,1487.75
MSI,Intel i3,16,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,10.2,1.87,Windows,1890.86
Lenovo,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,5.3,2.22,Windows,1492.01
MSI,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3060,16.0,3840x2160,5.1,2.03,Linux,3132.47
Acer,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,11.3,3.01,Linux,2530.85
Samsung,Intel i5,32,512GB SSD,Integrated,13.3,2560x1440,7.4,2.4,FreeDOS,1312.32
MSI,AMD Ryzen 7,64,1TB SSD,AMD Radeon RX 6600,14.0,1920x1080,9.0,3.37,macOS,3969.26
Samsung,AMD Ryzen 3,4,2TB SSD,AMD Radeon RX 6600,14.0,3840x2160,10.0,3.49,Linux,1308.78
Samsung,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 2060,15.6,1366x768,5.1,1.42,FreeDOS,3685.52
Apple,Intel i3,8,256GB SSD,Nvidia RTX 2060,16.0,1920x1080,7.9,2.94,Windows,1440.95
Microsoft,AMD Ryzen 3,64,2TB SSD,AMD Radeon RX 6800,13.3,1366x768,8.6,1.58,Linux,1702.73
Samsung,Intel i9,64,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,6.7,1.65,Windows,5420.16
Samsung,Intel i9,8,1TB SSD,Nvidia GTX 1650,14.0,3840x2160,8.6,3.11,macOS,2605.45
Lenovo,Intel i3,64,1TB SSD,Nvidia RTX 3080,17.3,1366x768,5.7,2.02,Windows,1723.16
HP,Intel i3,4,256GB SSD,Nvidia RTX 3060,17.3,3840x2160,4.1,1.25,macOS,1315.02
HP,Intel i9,8,1TB HDD,Nvidia RTX 2060,17.3,1366x768,10.7,1.61,macOS,1419.39
Lenovo,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,15.6,3840x2160,6.5,2.63,Windows,4880.61
Asus,Intel i3,32,2TB SSD,Nvidia RTX 3080,15.6,1920x1080,7.1,1.66,macOS,1496.26
Microsoft,Intel i3,64,256GB SSD,AMD Radeon RX 6800,14.0,3840x2160,6.5,1.84,Linux,3426.14
Dell,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3060,17.3,3840x2160,9.1,3.33,Linux,1746.11
HP,Intel i7,64,256GB SSD,Nvidia RTX 3060,17.3,2560x1440,7.5,1.73,Windows,4045.38
Acer,AMD Ryzen 9,64,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,4.5,1.93,FreeDOS,4036.59
Razer,Intel i5,4,1TB HDD,AMD Radeon RX 6800,15.6,2560x1440,11.0,1.65,Windows,1531.72
Razer,Intel i3,16,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,10.8,1.69,Windows,1819.89
Acer,AMD Ryzen 3,8,1TB SSD,Integrated,17.3,1920x1080,9.9,1.8,FreeDOS,524.05
MSI,Intel i3,64,1TB HDD,Nvidia RTX 3080,13.3,2560x1440,9.5,1.7,macOS,2601.79
HP,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,11.7,1.65,FreeDOS,1923.87
Samsung,AMD Ryzen 9,4,256GB SSD,Nvidia RTX 3060,16.0,1366x768,4.2,3.08,macOS,1448.55
Apple,Intel i7,16,1TB HDD,AMD Radeon RX 6800,14.0,1920x1080,11.3,2.46,FreeDOS,1738.12
MSI,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6800,13.3,1920x1080,10.8,1.92,macOS,1116.08
HP,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6600,14.0,2560x1440,11.7,2.43,Linux,1768.56
Microsoft,Intel i3,4,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,9.6,2.71,macOS,976.72
